person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,ID
27,43000,1,11.0,2,1,15000,7.51,0,0.35,1,5,20681
25,21812,3,7.0,2,3,6000,14.72,0,0.28,2,2,6136
22,22596,3,4.0,5,2,7500,9.76,1,0.33,1,3,17601
37,14000,3,0.0,5,2,2400,,1,0.17,1,11,29383
26,90000,3,8.0,3,3,8400,,0,0.09,1,2,9698
32,60000,3,0.0,5,2,6000,10.36,0,0.1,1,7,21660
21,33600,1,6.0,3,3,9600,13.98,0,0.29,2,4,13668
37,28800,2,3.0,1,1,4000,6.54,0,0.14,1,17,29321
33,30000,3,0.0,5,2,1600,10.25,0,0.05,1,9,26920
39,164000,2,18.0,1,3,35000,13.99,0,0.21,2,14,31694
26,84000,3,7.0,5,4,15000,16.0,1,0.18,2,3,1840
34,126000,2,2.0,4,2,9600,11.49,0,0.08,1,10,28283
39,56004,2,1.0,4,2,6000,11.36,0,0.11,1,13,30335
24,60000,3,1.0,3,1,13200,6.62,0,0.22,1,4,2224
28,29000,3,8.0,4,2,14000,11.99,1,0.48,1,9,18959
28,72000,3,0.0,4,1,6000,7.88,0,0.08,1,10,21756
26,66000,2,2.0,4,4,12000,,1,0.18,1,3,11215
22,20000,3,,1,1,10000,6.62,1,0.5,1,2,10333
42,26280,3,2.0,5,2,4000,9.99,0,0.15,1,17,29632
29,67027,3,,4,1,5000,7.51,1,0.06,1,10,21061
25,33000,3,1.0,1,3,7100,14.65,1,0.22,2,3,16003
35,46000,3,3.0,4,5,10000,17.14,0,0.22,1,5,24114
26,152000,2,3.0,4,1,17500,8.49,0,0.12,1,2,15676
36,49074,2,3.0,5,5,8000,15.68,1,0.16,2,14,30317
21,24000,3,6.0,1,4,2400,16.29,0,0.1,1,3,2093
24,100000,2,1.0,1,1,5000,,0,0.05,1,3,14032
26,74000,2,4.0,1,3,3500,,0,0.05,2,4,11370
28,65000,3,2.0,4,3,7200,13.98,0,0.11,2,5,28783
45,33600,1,14.0,1,1,4000,6.39,0,0.12,1,11,31275
23,80000,2,8.0,2,4,8000,15.58,0,0.1,1,4,12279
24,21600,3,,4,2,10000,9.91,1,0.46,1,3,10349
28,31200,3,3.0,5,1,3600,6.39,0,0.12,1,7,19701
24,22044,3,3.0,4,5,4375,16.4,1,0.2,2,3,4131
21,155800,2,2.0,4,2,18000,11.26,0,0.12,1,3,15705
27,30000,3,1.0,3,1,7200,7.29,0,0.24,1,7,22368
29,56000,3,7.0,5,2,3500,10.37,0,0.06,1,7,19658
25,50000,3,3.0,2,4,4000,14.61,0,0.08,1,2,3976
21,19000,1,5.0,4,1,6000,8.49,1,0.32,1,3,510
22,30000,3,2.0,3,2,5500,11.86,0,0.18,1,3,5824
23,18460,3,0.0,3,1,2775,7.68,0,0.15,1,2,13350
28,140000,3,3.0,2,2,12000,9.91,0,0.09,1,10,27962
24,93600,2,,4,1,3600,5.42,0,0.04,1,2,13563
33,35000,1,4.0,1,1,10000,8.49,0,0.29,1,5,19496
22,79000,2,6.0,2,2,10000,10.99,0,0.13,1,2,12068
36,144000,2,1.0,5,1,21000,7.9,0,0.15,1,16,31633
22,44000,3,6.0,4,2,10000,10.65,0,0.23,1,4,10844
22,24044,3,2.0,3,1,5000,8.9,0,0.21,1,3,9261
31,50000,2,5.0,1,1,2000,6.39,0,0.04,1,5,27798
36,72000,3,8.0,3,2,10000,11.49,0,0.14,1,14,30917
29,120000,2,1.0,1,2,5000,9.91,0,0.04,1,7,26825
22,69000,3,2.0,1,1,6000,7.49,0,0.09,1,4,6832
27,32000,2,11.0,5,4,1000,16.29,1,0.03,2,10,19171
28,32568,3,3.0,2,4,15000,,1,0.46,1,9,26471
23,10000,3,1.0,5,4,1750,15.05,1,0.17,2,3,1683
26,74000,2,1.0,2,2,24000,10.74,1,0.32,1,3,12226
26,54996,3,1.0,4,1,10250,7.29,0,0.19,1,2,3552
29,53000,3,6.0,5,3,12000,,0,0.23,1,8,19394
24,69600,3,8.0,3,2,4900,9.99,0,0.07,1,2,4699
26,74000,2,0.0,5,5,16800,16.4,1,0.23,2,4,12234
23,45600,2,,4,2,3000,11.49,0,0.07,1,4,5633
30,42000,3,4.0,1,1,10000,,0,0.24,1,9,24030
23,64000,3,7.0,5,3,3500,14.72,1,0.05,2,2,3245
25,168000,2,2.0,5,2,35000,10.65,0,0.21,1,4,16408
34,24000,1,4.0,4,3,2400,13.98,0,0.1,1,9,18461
27,60000,3,6.0,2,1,12650,,0,0.21,1,9,25837
32,35000,3,0.0,4,1,9000,8.59,0,0.26,1,6,23464
29,102000,1,10.0,4,2,18000,9.33,0,0.18,1,7,26334
31,60000,3,6.0,1,2,15000,11.12,0,0.25,1,5,27134
23,60000,3,7.0,1,2,10000,9.88,0,0.17,1,4,11411
26,72000,1,10.0,4,1,10000,7.74,0,0.14,1,4,11211
73,39240,3,0.0,4,2,1800,12.53,0,0.05,1,21,32357
22,60000,3,0.0,2,2,15000,11.71,0,0.25,1,3,15282
26,36000,3,10.0,4,1,6400,5.99,0,0.18,1,3,7562
33,35000,2,4.0,5,1,6000,,0,0.17,1,9,19498
24,50000,3,3.0,4,2,8000,12.42,0,0.16,1,2,8939
27,66000,3,11.0,5,4,6000,,1,0.09,1,8,21757
37,80000,3,0.0,4,2,35000,11.99,1,0.44,1,17,28967
22,60000,2,5.0,1,1,5600,7.49,0,0.09,1,3,8801
22,55000,3,2.0,2,1,6000,8.9,0,0.11,1,3,6666
31,200000,2,,1,1,9000,7.88,0,0.04,1,6,27646
28,40000,3,3.0,4,2,8000,10.95,0,0.2,1,6,22879
48,92000,3,1.0,3,1,4800,7.88,0,0.05,1,17,29749
41,113000,3,1.0,1,4,12000,16.0,1,0.11,2,15,31193
25,45000,3,1.0,2,3,8000,13.47,0,0.18,1,4,8889
23,98000,1,6.0,2,4,10000,18.07,0,0.1,2,3,13905
23,12000,3,0.0,2,1,2000,7.74,1,0.17,1,4,1752
21,33600,3,5.0,3,2,9000,11.86,1,0.27,1,4,9805
37,24000,3,2.0,1,3,5000,14.65,0,0.21,1,14,30508
22,30000,3,0.0,2,3,6300,13.22,0,0.21,2,3,16801
38,55000,2,16.0,3,1,6000,5.42,0,0.11,1,14,30281
22,24000,3,6.0,1,2,7000,12.42,0,0.29,1,2,6790
37,48000,1,8.0,3,1,2500,6.03,0,0.05,1,11,29994
41,52106,3,4.0,2,3,5000,12.84,1,0.1,1,13,32009
26,90000,3,1.0,5,2,7200,9.91,0,0.08,1,2,8129
23,65748,2,6.0,2,1,8800,9.63,0,0.13,1,3,10200
29,60000,3,2.0,4,1,14000,7.51,0,0.23,1,8,26117
22,41500,3,3.0,1,4,7000,15.7,1,0.17,2,3,7909
28,270300,2,3.0,4,5,25000,17.88,1,0.08,1,6,27742
26,87000,2,0.0,5,2,15000,10.62,0,0.17,1,2,13035
33,32004,3,3.0,5,1,4000,8.32,0,0.12,1,7,20029
36,21600,1,0.0,1,1,2100,8.49,0,0.1,1,12,29169
25,42900,3,5.0,2,1,12000,8.9,0,0.28,1,2,12426
33,55070,3,0.0,4,1,9000,8.49,0,0.16,1,5,20730
36,35000,2,5.0,5,1,12000,8.9,0,0.34,1,17,29491
23,41000,3,7.0,2,1,4700,7.9,0,0.11,1,4,17485
23,55000,3,7.0,3,2,10000,10.59,0,0.18,1,4,11287
26,49000,3,2.0,1,4,8400,18.25,1,0.17,2,4,9657
22,71500,3,2.0,2,3,6400,13.11,0,0.09,1,4,16842
23,21600,1,0.0,1,2,4400,12.53,0,0.2,1,3,15967
23,75000,2,7.0,3,1,10200,6.03,0,0.14,1,2,11442
23,60000,2,5.0,5,3,5600,14.22,1,0.09,2,4,10280
26,71760,2,10.0,3,5,3000,19.91,0,0.04,1,3,11061
26,55000,2,10.0,4,1,3000,6.76,0,0.05,1,2,7981
26,21600,3,3.0,4,2,6000,10.59,0,0.28,1,4,6133
25,96000,3,3.0,5,2,12000,11.99,0,0.13,1,3,17544
24,142800,2,8.0,4,4,25000,14.84,1,0.15,2,2,15816
29,34000,3,2.0,5,2,6400,6.0,0,0.19,1,8,22113
29,48000,3,4.0,1,2,10000,10.62,0,0.21,1,10,28731
21,47000,3,1.0,4,1,5300,7.66,0,0.11,1,2,5736
24,25000,3,5.0,4,3,2500,13.48,0,0.1,2,4,2313
21,33000,1,4.0,2,4,5000,14.61,0,0.15,2,3,13786
34,30636,3,4.0,5,2,10000,10.37,1,0.33,1,10,28711
27,55000,2,0.0,5,1,11000,5.42,0,0.2,1,9,22333
27,138000,3,2.0,5,2,4000,11.71,1,0.03,1,10,20198
21,42000,2,6.0,2,1,3500,7.51,0,0.08,1,2,4807
25,76400,3,3.0,1,2,13900,10.62,0,0.18,1,4,13832
35,200000,2,0.0,4,2,18000,10.99,0,0.09,1,10,17887
50,60000,2,8.0,5,1,2000,7.49,0,0.03,1,15,30434
29,175000,2,2.0,4,1,10000,,0,0.06,1,7,28120
32,59363,3,2.0,4,3,6000,13.22,0,0.1,2,6,27966
33,14400,3,0.0,1,4,2100,15.21,1,0.15,2,10,18942
31,60000,3,2.0,3,1,4750,5.99,0,0.08,1,8,27858
22,42000,3,1.0,4,2,10000,12.42,0,0.24,1,4,16928
23,55000,3,4.0,1,1,4500,8.49,0,0.08,1,3,4263
32,101000,3,3.0,3,2,20000,10.75,0,0.2,1,9,18339
30,77000,2,2.0,3,2,25000,12.18,0,0.32,1,10,24730
28,140000,2,12.0,1,1,9000,5.99,0,0.06,1,9,27308
25,70000,3,6.0,2,3,8250,13.61,1,0.12,2,4,9587
22,12240,3,1.0,3,4,1000,14.96,1,0.08,2,3,889
24,39996,3,0.0,1,4,5000,14.11,1,0.13,2,3,5032
38,117000,2,5.0,4,3,10700,14.27,0,0.09,2,14,31477
34,68000,2,1.0,2,3,15000,11.78,0,0.22,2,7,28114
26,56000,2,9.0,4,2,10000,12.42,0,0.18,1,2,8139
23,24000,1,2.0,1,3,6000,15.23,0,0.25,2,2,15154
21,48000,3,1.0,3,2,15000,11.48,1,0.31,1,3,14904
25,80140,2,4.0,5,2,11300,10.37,0,0.14,1,2,12394
23,28000,2,7.0,5,4,9500,15.62,1,0.34,1,2,1594
22,40000,3,3.0,3,5,7200,18.79,0,0.18,1,3,8034
26,33800,3,4.0,2,3,13000,13.57,1,0.38,1,4,2252
24,120000,2,8.0,3,1,16000,,0,0.13,1,3,15060
24,53000,3,6.0,1,2,12000,11.11,0,0.23,1,3,2743
36,53000,3,1.0,2,1,3500,9.32,0,0.07,1,17,29552
23,27996,1,2.0,4,2,9250,10.75,0,0.33,1,2,1575
22,105000,3,4.0,1,2,6000,9.99,0,0.06,1,2,6968
24,57000,2,5.0,4,1,8000,5.42,0,0.14,1,4,16739
22,37000,2,6.0,1,2,7500,10.95,0,0.2,1,3,16319
25,75000,3,4.0,4,4,30000,16.89,1,0.4,2,4,39
27,20000,3,0.0,5,4,4350,16.29,1,0.22,2,7,20205
50,41496,3,9.0,5,4,5000,15.31,1,0.12,2,16,29842
27,31500,3,10.0,2,3,6000,12.84,1,0.19,1,9,21429
28,191250,2,11.0,4,5,9000,16.95,1,0.04,1,6,27695
41,70000,2,2.0,2,5,14000,16.7,0,0.2,2,13,30781
48,12000,3,4.0,4,1,4200,,1,0.35,1,14,30777
23,45286,3,5.0,3,1,8000,7.29,0,0.18,1,4,8892
22,52500,2,6.0,5,3,8000,15.23,0,0.15,1,3,7345
30,58000,2,2.0,4,1,13200,,0,0.23,1,10,22673
21,49800,3,6.0,2,1,2975,7.9,0,0.06,1,2,2470
27,136000,2,3.0,3,1,5000,6.17,0,0.04,1,6,28595
29,32000,3,13.0,2,2,6000,12.18,0,0.19,1,10,21435
31,42000,3,3.0,4,2,5000,11.86,0,0.12,1,9,20662
25,96000,2,9.0,4,1,14000,6.03,0,0.15,1,3,13757
24,83290,2,5.0,5,1,6000,9.32,1,0.07,1,3,13734
24,45000,3,2.0,5,2,4700,10.96,0,0.1,1,2,4325
26,54000,3,0.0,3,4,13200,14.91,1,0.24,2,2,2227
23,21000,3,2.0,1,3,3000,12.68,0,0.14,1,3,16151
24,75000,1,2.0,3,2,8500,11.36,0,0.11,1,4,11675
21,38400,3,5.0,3,2,5000,10.59,0,0.13,1,4,4893
35,59196,2,0.0,2,1,5000,8.0,0,0.08,1,5,22768
31,32000,2,3.0,5,2,6000,11.86,0,0.19,1,8,19192
27,66000,3,3.0,5,2,20000,10.62,0,0.3,1,9,18257
24,36000,1,5.0,3,2,8000,10.65,0,0.22,1,2,3181
21,19000,3,0.0,3,1,2900,8.0,0,0.15,1,2,2462
23,96000,1,8.0,4,3,8000,13.49,0,0.08,1,3,13776
55,97243,2,10.0,3,5,17000,,0,0.17,1,30,32346
21,21816,2,2.0,3,2,1500,11.86,0,0.07,1,3,783
36,51000,2,2.0,1,2,1000,11.83,0,0.02,1,12,30162
21,34800,3,3.0,4,2,2000,11.71,0,0.06,1,3,14469
31,87000,1,7.0,4,3,15000,13.11,0,0.17,2,8,25476
24,72000,3,8.0,2,2,5500,9.91,0,0.08,1,3,5898
24,25000,3,3.0,4,2,3000,10.95,0,0.12,1,2,12612
30,42000,3,4.0,4,3,10000,16.11,0,0.24,1,9,24025
32,80000,2,6.0,2,1,13000,7.88,0,0.16,1,10,24996
31,53000,2,15.0,1,4,10000,,0,0.19,1,10,22055
25,68000,3,4.0,3,2,11200,11.99,0,0.16,1,2,12009
34,92000,2,14.0,4,2,16000,11.11,0,0.17,1,7,25783
28,36000,3,8.0,3,2,5600,11.11,0,0.16,1,5,21250
42,66500,3,8.0,1,2,6000,10.25,0,0.09,1,15,30120
27,30000,3,1.0,4,2,16000,10.0,1,0.53,1,5,18578
29,91560,2,8.0,5,1,22000,6.91,0,0.24,1,8,25761
24,31000,3,8.0,1,3,13500,13.43,1,0.44,2,4,17644
34,42000,3,2.0,2,2,6000,10.59,0,0.14,1,7,21526
24,48000,3,7.0,3,2,5600,10.62,0,0.12,1,2,5970
24,39000,3,2.0,4,3,16000,13.06,1,0.41,1,2,1249
22,53000,2,0.0,5,1,5025,7.49,0,0.09,1,3,7420
27,157544,2,8.0,1,3,35000,12.99,0,0.22,1,8,27530
25,51000,3,1.0,5,2,2700,9.7,0,0.05,1,2,13390
38,63500,1,3.0,2,2,2400,11.36,0,0.04,1,12,30587
29,30000,2,2.0,4,1,6500,8.59,0,0.22,1,10,19013
32,40704,2,9.0,4,2,10000,9.63,0,0.25,1,7,20378
27,67000,2,1.0,3,1,4200,,0,0.06,1,5,23768
23,23000,3,3.0,2,3,12700,14.27,1,0.55,2,4,13569
22,57000,2,6.0,2,2,11400,12.53,0,0.2,1,3,8334
37,92000,1,15.0,4,2,12000,11.14,0,0.13,1,14,31250
37,42000,2,0.0,4,3,3000,15.23,0,0.07,2,11,29780
28,116000,1,7.0,1,3,12000,13.49,0,0.1,2,6,26755
22,26000,2,6.0,1,3,17000,12.84,1,0.65,2,4,1349
37,140000,2,15.0,4,1,14000,7.51,0,0.1,1,12,31613
30,142000,2,5.0,1,2,10000,11.12,0,0.07,1,8,27356
26,61200,1,4.0,4,3,1500,12.84,0,0.02,2,2,9355
24,80000,2,8.0,3,1,9000,,0,0.11,1,2,17314
46,180000,2,31.0,1,2,18000,9.91,0,0.1,1,11,31709
23,80000,2,,2,2,25000,10.25,0,0.31,1,4,12296
29,75000,2,9.0,3,2,8000,11.99,0,0.11,1,5,24516
32,50000,3,1.0,4,2,14800,10.83,0,0.3,1,5,18888
42,52400,2,14.0,4,2,21000,10.38,0,0.4,1,13,30210
25,38000,3,1.0,2,1,10000,7.49,0,0.26,1,2,16882
21,84000,2,5.0,5,2,10000,12.53,0,0.12,1,4,12667
22,35350,3,3.0,5,2,7000,9.99,0,0.2,1,3,7767
25,48000,1,0.0,3,2,6000,10.65,0,0.13,1,2,6014
23,36000,3,1.0,2,1,7000,7.9,0,0.19,1,4,7771
35,88020,3,6.0,3,4,6000,15.37,0,0.07,2,8,21803
25,102000,2,5.0,2,2,6975,9.91,0,0.07,1,3,14218
23,24960,3,0.0,3,2,10000,9.64,1,0.4,1,4,10376
32,86400,2,16.0,4,1,8000,6.03,0,0.09,1,10,25446
29,75000,2,6.0,4,1,8000,5.42,0,0.11,1,5,24501
28,86004,2,12.0,1,2,3000,9.99,0,0.03,1,5,25439
23,92000,2,7.0,2,3,7000,13.47,0,0.08,2,4,13474
30,40000,3,4.0,1,3,10800,13.57,1,0.27,1,7,19784
23,28000,3,0.0,2,1,8700,6.03,1,0.31,1,2,9737
25,15600,3,6.0,4,2,5000,10.75,1,0.32,1,3,9167
25,43000,3,3.0,1,2,16000,11.49,1,0.37,1,2,1237
23,22884,2,4.0,2,5,6000,16.0,0,0.26,1,2,854
26,45000,3,,5,2,1400,10.59,0,0.03,1,4,1530
22,66000,3,6.0,3,3,16800,13.49,0,0.25,2,2,16231
35,40000,1,5.0,1,1,8000,7.66,0,0.2,1,7,27838
22,48000,3,1.0,4,2,7200,9.62,0,0.15,1,4,8057
22,33300,2,5.0,5,4,5325,14.59,1,0.16,1,4,17602
36,44004,3,4.0,5,3,2000,13.61,1,0.05,2,13,31443
27,80400,3,11.0,2,2,10400,11.86,0,0.13,1,6,19861
29,125000,2,6.0,4,3,6400,12.87,0,0.05,2,9,27065
22,60400,2,0.0,2,1,24000,6.54,0,0.4,1,3,9268
24,75000,2,8.0,4,3,8000,15.23,0,0.11,2,3,11527
24,30960,3,5.0,4,4,3000,15.62,0,0.1,1,4,2561
23,60000,3,3.0,2,2,20000,12.21,1,0.33,1,2,670
24,55000,2,3.0,3,1,6000,7.51,0,0.11,1,4,7999
26,110000,3,3.0,4,3,25000,,0,0.23,2,2,17004
28,43200,3,1.0,2,1,3000,7.49,0,0.07,1,7,28954
23,38376,1,,1,3,8400,13.8,0,0.22,2,2,12571
32,129000,3,0.0,4,2,20000,,0,0.16,1,10,18361
37,47004,3,5.0,2,2,8000,,0,0.17,1,12,30453
25,47000,3,1.0,2,1,8500,8.9,0,0.18,1,4,5361
25,90000,2,2.0,4,2,15000,12.42,0,0.17,1,2,13187
24,99750,2,8.0,4,2,12000,9.62,0,0.12,1,3,13977
23,50000,2,2.0,1,1,6400,8.49,0,0.13,1,4,6542
35,66000,3,0.0,4,2,18000,9.99,0,0.27,1,8,18451
30,45600,2,0.0,3,1,6400,8.94,0,0.14,1,7,28067
27,44200,2,11.0,4,3,11500,15.27,0,0.26,2,10,20799
39,25000,1,16.0,3,1,8000,7.51,0,0.32,1,14,31523
30,78000,3,12.0,3,1,7000,6.54,0,0.09,1,5,21919
26,43000,3,2.0,4,2,7000,9.99,0,0.16,1,3,7855
24,24000,3,,4,3,6000,12.99,0,0.25,2,4,6162
38,48000,1,,1,1,7600,7.88,0,0.16,1,11,30020
23,80000,1,7.0,3,2,9000,9.62,0,0.11,1,2,12250
51,38000,3,7.0,3,2,13000,12.42,1,0.34,1,18,32182
32,38000,3,0.0,2,2,7200,10.08,0,0.19,1,7,22379
21,90996,2,5.0,3,2,6000,9.99,0,0.07,1,2,13396
33,116000,2,5.0,2,3,15000,12.84,0,0.13,1,7,26762
29,44000,2,13.0,4,1,24000,6.91,0,0.55,1,8,20765
23,35500,3,2.0,4,4,9000,15.99,1,0.25,2,2,9863
30,70000,2,5.0,4,2,31825,12.69,0,0.45,1,8,23972
29,50000,3,1.0,4,3,6500,15.96,0,0.13,1,7,22013
28,78000,1,12.0,4,1,5250,5.79,0,0.07,1,10,24792
42,40800,2,5.0,5,1,10400,7.51,0,0.25,1,14,29739
27,34000,2,6.0,4,2,8875,10.65,1,0.26,1,9,20181
22,49000,3,1.0,2,4,5000,15.62,1,0.1,2,4,5425
22,66000,2,6.0,5,2,10000,11.49,0,0.15,1,3,10241
33,50000,3,5.0,2,3,3600,13.8,0,0.07,1,5,19877
23,88000,2,3.0,1,1,2700,7.9,0,0.03,1,4,13088
27,36400,3,5.0,4,1,9000,7.49,0,0.25,1,8,23476
25,34000,3,6.0,1,1,5000,,0,0.15,1,2,4805
26,48000,3,5.0,5,6,25000,18.43,1,0.52,1,3,16573
28,63000,2,3.0,1,3,13500,13.23,0,0.21,1,5,23356
34,138000,2,14.0,4,2,25000,11.12,0,0.18,1,6,28799
25,63000,3,5.0,2,4,9600,14.46,0,0.15,2,4,10246
27,25800,3,11.0,2,3,2500,,0,0.1,2,5,19143
25,87000,2,4.0,1,2,13000,11.26,0,0.15,1,4,16273
42,41000,3,2.0,4,5,15000,16.95,1,0.37,2,15,31486
25,65000,3,8.0,1,1,18000,,0,0.28,1,3,1017
25,50950,3,5.0,4,2,20000,11.48,1,0.39,1,3,618
24,75000,2,3.0,1,3,15600,,0,0.21,1,4,11456
26,53000,2,3.0,4,1,2800,6.03,0,0.05,1,4,7417
26,127000,2,5.0,5,3,4900,,0,0.04,2,3,15261
28,56000,3,7.0,5,6,20000,18.25,1,0.36,2,10,28579
24,99000,2,8.0,2,2,12250,9.88,0,0.12,1,2,13963
24,105000,3,2.0,4,3,19000,12.29,0,0.18,2,2,919
31,73000,3,1.0,4,4,20000,15.05,1,0.27,2,5,18294
22,110000,2,0.0,5,1,28000,7.49,0,0.25,1,4,14564
26,40000,3,1.0,4,3,5000,14.26,0,0.13,2,2,4937
23,43600,1,7.0,2,3,15000,,0,0.34,1,3,5105
25,94500,2,5.0,4,2,13500,10.0,0,0.14,1,2,13597
24,75200,1,5.0,2,1,6500,7.14,0,0.09,1,2,11762
31,86500,1,0.0,3,3,25000,13.57,0,0.29,2,10,28109
36,85000,3,3.0,4,1,3825,5.42,0,0.04,1,15,29618
25,95000,3,0.0,5,2,8000,10.36,0,0.08,1,3,9497
33,44000,3,2.0,4,3,9600,13.16,0,0.22,2,5,23684
25,32000,3,1.0,4,5,2500,16.45,1,0.08,2,2,2353
25,56000,2,7.0,4,2,2000,11.49,1,0.04,1,3,9456
24,95000,2,2.0,2,1,5000,7.88,0,0.05,1,3,13695
31,260000,2,6.0,5,3,25000,13.57,0,0.1,2,10,17802
24,73399,3,0.0,1,4,27000,,1,0.37,1,3,94
24,40000,3,6.0,4,1,5000,6.17,0,0.13,1,3,4926
35,115000,3,2.0,4,1,14000,,0,0.12,1,5,28429
29,54996,3,6.0,3,5,4200,15.95,0,0.08,2,10,24158
26,66000,3,3.0,4,2,12000,11.83,0,0.18,1,2,12717
22,50004,3,6.0,3,2,10000,12.21,0,0.2,1,2,11197
28,30000,3,0.0,4,4,11500,14.46,1,0.38,2,5,24877
30,24000,3,6.0,4,4,5000,,1,0.21,2,8,23125
30,85000,3,5.0,1,4,5000,15.05,0,0.06,1,9,21069
23,39996,3,0.0,2,3,6000,11.66,0,0.15,1,3,6421
27,45000,2,4.0,2,2,10000,10.65,0,0.22,1,8,20869
32,60040,3,1.0,1,2,5000,8.88,0,0.08,1,10,20989
25,75000,3,9.0,1,1,6775,7.9,0,0.09,1,4,7461
25,42000,3,3.0,2,3,10000,13.8,1,0.24,1,2,16453
21,26400,3,,3,4,7000,14.84,1,0.27,2,3,7679
23,46500,2,1.0,4,1,5000,7.49,1,0.11,1,3,7346
23,63150,2,7.0,4,2,12000,9.91,0,0.19,1,2,9681
24,39862,3,8.0,4,3,5000,14.22,0,0.13,1,4,4907
33,30000,3,3.0,5,2,11975,9.99,1,0.4,1,8,24910
25,85000,1,1.0,4,3,5000,13.79,0,0.06,2,2,12911
26,40000,2,5.0,4,2,6000,10.62,0,0.15,1,4,4293
26,56004,2,3.0,2,1,13000,8.59,0,0.23,1,3,8231
21,29004,3,5.0,3,3,11000,14.22,1,0.38,2,4,17649
39,54000,3,4.0,5,3,12000,14.22,1,0.22,2,12,31086
43,86015,2,3.0,1,2,2200,,0,0.03,1,16,31151
24,40000,3,,3,4,3000,17.27,1,0.07,2,2,16880
27,69996,3,1.0,3,2,6000,11.86,0,0.09,1,6,21736
25,35412,1,3.0,3,2,5000,,0,0.14,1,4,13225
29,74000,3,0.0,1,5,18000,17.04,1,0.24,2,10,18470
34,44000,3,1.0,2,3,11000,13.79,0,0.25,2,6,19735
22,31200,2,,4,1,2000,7.29,0,0.06,1,3,2288
30,60000,3,4.0,3,2,12000,10.99,0,0.2,1,10,25173
30,111996,3,1.0,5,1,12000,7.49,0,0.11,1,6,25550
29,130000,2,13.0,1,1,17500,8.94,0,0.13,1,9,27180
30,76404,2,14.0,4,1,12000,6.54,0,0.16,1,5,24702
33,104000,3,9.0,5,2,8000,11.58,0,0.08,1,8,23283
24,50000,1,5.0,1,2,5000,12.69,0,0.1,1,3,6493
22,40000,3,0.0,4,3,9600,14.72,0,0.24,2,2,10174
33,170000,1,15.0,4,3,21000,14.26,0,0.12,1,5,27589
37,101644,3,13.0,1,2,14000,,0,0.14,1,13,31352
24,120000,3,4.0,4,3,10000,13.61,0,0.08,2,4,4613
32,43000,3,2.0,2,3,6000,13.22,0,0.14,1,6,21534
27,186000,2,0.0,4,2,3700,10.99,0,0.02,1,5,17950
24,80000,3,2.0,3,3,12000,13.61,0,0.15,2,3,12941
28,50000,3,4.0,3,2,7200,,0,0.14,1,9,28157
43,36480,3,0.0,3,2,18000,11.71,1,0.49,1,16,29203
28,40000,2,12.0,4,1,11200,5.42,0,0.28,1,9,20222
31,130000,3,6.0,1,4,12000,16.49,0,0.09,1,10,25572
35,24996,3,0.0,1,1,5000,8.49,0,0.2,1,6,23136
28,40000,3,2.0,1,1,4200,7.51,0,0.1,1,5,24136
27,50000,3,5.0,1,1,8000,7.14,0,0.16,1,6,22964
29,24996,1,2.0,1,2,8000,9.99,0,0.32,1,7,26961
40,85000,3,5.0,4,2,18000,11.48,0,0.21,1,13,29219
34,91800,2,0.0,4,6,25000,15.83,1,0.23,2,9,26953
33,32400,3,8.0,2,1,11000,6.99,1,0.34,1,10,24753
29,84000,2,8.0,1,1,10000,,0,0.12,1,8,25267
30,34000,2,8.0,3,1,12000,,1,0.35,1,10,20200
24,60000,3,0.0,3,2,25000,10.99,1,0.42,1,3,162
31,168000,2,2.0,1,2,15500,9.25,0,0.09,1,7,27575
27,85000,2,12.0,1,1,3800,6.03,0,0.04,1,6,25307
24,63000,2,8.0,5,2,7000,,0,0.11,1,3,9674
27,72000,2,1.0,5,2,10000,10.99,0,0.14,1,9,24245
22,58800,2,,3,4,23500,15.33,1,0.4,1,2,9823
25,19200,3,4.0,2,4,6250,15.31,1,0.33,2,2,7039
25,36000,3,0.0,4,2,12000,9.91,1,0.33,1,3,12286
28,112000,2,9.0,4,2,15000,11.12,0,0.13,1,7,26647
30,43580,2,5.0,3,2,6000,12.21,1,0.14,1,7,21496
34,109800,2,12.0,5,2,10000,10.99,0,0.09,1,8,26524
22,62000,3,0.0,4,3,8400,13.47,0,0.14,1,3,17565
25,40000,3,9.0,3,4,13250,,1,0.33,1,3,2216
23,30000,2,0.0,1,2,13000,,0,0.43,1,2,1905
31,83000,3,2.0,3,2,12000,12.42,0,0.14,1,7,25434
21,4080,3,0.0,2,2,1400,11.86,1,0.34,1,4,15965
33,36000,2,3.0,3,1,7800,7.14,0,0.22,1,10,19727
24,102960,2,2.0,5,1,16000,7.88,0,0.16,1,2,14263
27,101004,2,2.0,4,1,11025,7.9,0,0.11,1,5,26307
32,120000,2,16.0,4,4,6000,12.17,0,0.05,1,8,26954
29,48000,1,1.0,3,2,1850,10.74,0,0.04,1,7,21328
25,33996,3,0.0,1,1,5000,9.38,0,0.15,1,3,4803
32,63000,2,6.0,3,1,8000,6.17,0,0.13,1,8,23352
24,9960,3,4.0,1,1,1200,7.29,0,0.12,1,4,1436
24,15000,3,3.0,3,5,4800,16.95,1,0.32,1,3,4353
29,71000,1,13.0,4,1,14000,7.14,0,0.2,1,5,24173
