person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,ID
32400.0,3,0.0,2,3,1600,1,0.05,1,3,15054
51600.0,3,4.713608562691132,1,2,1500,0,0.03,1,11,29300
50000.0,2,0.0,3,1,6500,0,0.13,1,4,6844
22000.0,3,10.0,1,2,10000,1,0.45,1,4,10350
12000.0,1,2.0,1,5,1750,0,0.15,2,3,60
149616.0,1,0.0,4,3,15000,0,0.1,1,10,27418
167300.0,2,1.0,2,2,20000,0,0.12,1,2,15767
225000.0,3,1.0,1,3,2150,0,0.01,2,5,17755
54996.0,3,0.0,5,3,12500,0,0.23,1,2,16160
46800.0,2,3.0,4,2,12725,0,0.27,1,2,5796
83004.0,3,7.0,1,1,5450,0,0.07,1,3,16780
14400.0,3,1.0,1,2,3000,1,0.21,1,2,2483
39996.0,3,8.0,4,2,10000,0,0.25,1,2,10723
43495.0,2,3.0,2,2,10800,0,0.25,1,6,20723
42000.0,3,8.0,5,3,6000,0,0.14,1,4,6470
120000.0,2,7.0,5,2,10000,0,0.08,1,3,14929
48396.0,3,11.0,4,4,16000,1,0.33,2,7,18604
116004.0,2,11.0,1,2,20000,0,0.17,1,2,14840
30000.0,3,8.0,5,2,11000,1,0.37,1,10,24750
48000.0,3,5.0,3,1,14400,0,0.3,1,15,31378
50000.0,3,4.0,5,2,7200,0,0.14,1,7,22399
50000.0,3,2.0,2,4,18000,1,0.36,1,2,1003
22800.0,2,0.0,4,2,7125,1,0.31,1,3,842
120000.0,2,12.0,1,2,20000,0,0.17,1,10,26949
47000.0,3,4.0,5,3,4500,0,0.1,2,7,20267
55000.0,1,2.0,4,2,8000,0,0.15,1,17,30307
48000.0,3,6.0,2,2,4000,0,0.08,1,3,3946
35000.0,2,5.0,4,2,1500,0,0.04,1,4,2952
52800.0,3,6.0,4,2,3000,0,0.06,1,4,2804
88494.0,1,8.0,4,2,24000,0,0.27,1,2,13124
24000.0,3,0.0,1,1,9250,1,0.39,1,3,10010
38400.0,2,4.0,4,1,6825,0,0.18,1,11,32078
46000.0,3,2.0,4,4,13000,1,0.28,1,13,31271
108000.0,3,1.0,3,2,7000,0,0.06,1,7,21950
49896.0,2,8.0,1,1,2800,0,0.06,1,17,30058
62000.0,2,3.0,2,1,10000,0,0.16,1,6,23252
30000.0,3,0.0,1,1,5000,0,0.17,1,2,4748
34000.0,3,0.0,1,2,1200,0,0.04,1,3,1473
39000.0,2,6.0,2,1,10750,0,0.28,1,4,17041
64600.0,3,3.0,3,3,10000,0,0.15,2,7,24506
35004.0,2,5.0,5,3,10000,0,0.29,2,17,29528
49000.0,2,8.0,4,2,18200,1,0.37,1,4,7857
54000.0,3,6.0,3,3,6000,0,0.11,1,3,6649
85000.0,2,4.713608562691132,4,2,6500,0,0.08,1,7,25344
90000.0,2,2.0,4,2,9500,0,0.11,1,4,13194
39000.0,3,5.0,3,4,9600,1,0.25,2,2,10188
65000.0,2,1.0,2,5,15000,0,0.23,1,4,10136
16000.0,2,2.0,4,1,7275,1,0.45,1,10,18056
92300.0,2,6.0,4,5,17500,0,0.19,1,5,27969
34000.0,1,7.0,1,1,10950,0,0.32,1,2,2733
39000.0,3,0.0,4,4,11000,1,0.28,2,9,19739
153000.0,2,9.0,2,2,7500,0,0.05,1,3,15679
30000.0,3,4.0,5,3,10000,1,0.33,1,2,10491
59366.0,3,4.0,4,2,6000,0,0.1,1,2,6706
160000.0,2,3.0,1,4,15250,0,0.1,2,4,394
34000.0,3,6.0,3,2,5000,1,0.15,1,4,4925
33600.0,3,4.0,5,2,6000,0,0.18,1,3,6299
45000.0,3,0.0,3,3,7500,0,0.17,2,6,22549
50000.0,3,2.0,1,3,4800,0,0.1,1,4,4490
59147.0,2,11.0,4,2,7000,0,0.12,1,5,22766
56000.0,3,2.0,4,3,15000,0,0.27,1,15,31557
36000.0,3,3.0,3,5,10000,0,0.28,2,7,23925
40000.0,2,13.0,1,1,1400,0,0.04,1,9,20220
80000.0,2,14.0,1,3,8000,0,0.1,1,8,25027
112000.0,3,7.0,5,2,5000,0,0.04,1,3,5685
51000.0,2,2.0,5,1,2400,0,0.05,1,3,7016
59000.0,2,2.0,1,2,14000,0,0.24,1,7,28767
54996.0,3,8.0,5,1,3600,0,0.07,1,5,19880
89100.0,3,7.0,3,3,16000,0,0.18,2,4,15791
91000.0,2,14.0,4,1,7900,0,0.09,1,14,31239
40000.0,2,1.0,4,1,4000,0,0.1,1,2,4195
10000.0,3,2.0,2,1,3250,1,0.33,1,10,19568
96000.0,2,0.0,1,3,8000,0,0.08,1,9,25986
46000.0,3,3.0,2,2,12000,0,0.26,1,3,12489
25000.0,3,0.0,4,4,6950,1,0.28,2,3,7250
68000.0,3,1.0,4,1,6000,0,0.09,1,10,21733
78000.0,2,9.0,4,2,9450,0,0.12,1,8,24770
30000.0,3,3.0,3,1,14000,1,0.47,1,7,18954
90000.0,3,10.0,4,2,20000,0,0.22,1,3,793
28800.0,2,2.0,4,2,2000,0,0.07,1,7,18783
85000.0,2,2.0,2,1,5000,0,0.06,1,2,12810
30000.0,2,3.0,1,1,6000,0,0.2,1,8,18946
25200.0,2,0.0,2,3,8700,1,0.35,2,14,29246
19200.0,3,0.0,1,1,3500,1,0.18,1,6,19604
37000.0,2,6.0,4,1,18250,0,0.49,1,10,19811
136000.0,2,2.0,3,4,9800,0,0.07,2,3,15450
100000.0,2,8.0,3,1,16000,0,0.16,1,2,14080
71000.0,2,11.0,5,2,11200,0,0.16,1,11,30797
34000.0,3,0.0,5,2,10000,1,0.29,1,6,24005
57800.0,2,11.0,4,4,16000,1,0.24,1,8,24395
82500.0,2,12.0,4,1,11000,0,0.13,1,9,25156
24000.0,3,5.0,5,2,10000,1,0.42,1,13,30691
20000.0,2,5.0,4,1,4800,0,0.24,1,3,592
43000.0,3,4.0,2,3,10000,0,0.23,1,4,10831
24000.0,2,0.0,1,3,4000,0,0.17,1,13,29206
57000.0,2,2.0,4,3,5950,0,0.1,2,3,8285
54000.0,2,0.0,4,1,16000,1,0.3,1,2,9041
40000.0,3,1.0,5,1,5500,0,0.14,1,10,28148
74880.0,3,6.0,4,1,14300,0,0.19,1,16,31372
48996.0,3,1.0,4,5,10000,1,0.2,1,8,28796
64992.0,2,4.0,2,2,2500,0,0.04,1,6,23472
28000.0,3,2.0,3,2,6000,1,0.21,1,4,6214
32000.0,3,9.0,4,1,3600,0,0.11,1,3,3307
37000.0,3,3.0,3,2,5500,0,0.15,1,2,5850
27000.0,2,5.05688943263496,5,1,3000,0,0.11,1,3,1463
70000.0,2,31.0,4,4,9000,0,0.13,1,17,30756
35000.0,2,12.0,4,3,5000,0,0.14,1,9,19523
31200.0,2,2.0,5,1,1050,1,0.03,1,4,2297
65000.0,2,6.0,3,3,11500,0,0.18,1,14,31852
82000.0,2,7.0,3,4,9000,0,0.11,2,2,12492
76000.0,3,2.0,4,2,8500,0,0.11,1,5,20922
22584.0,1,5.05688943263496,4,1,5000,0,0.22,1,10,27194
75689.0,2,7.0,5,2,25000,0,0.33,1,4,11778
28968.0,3,1.0,3,3,5000,0,0.17,2,5,20531
20000.0,3,2.0,5,2,5000,0,0.25,1,2,9205
24000.0,1,0.0,4,3,5000,0,0.21,1,4,15216
35000.0,2,13.0,3,2,1500,0,0.04,1,16,29516
94000.0,2,13.0,3,1,30000,0,0.32,1,7,25841
107000.0,2,4.0,5,1,24000,0,0.22,1,2,14445
40000.0,3,11.0,1,2,8000,0,0.2,1,7,22872
98406.0,2,1.0,5,1,5400,0,0.05,1,6,26100
54000.0,2,6.0,4,3,12000,1,0.22,1,2,9109
48000.0,2,4.0,3,1,1200,0,0.03,1,3,6156
225000.0,2,7.0,1,2,35000,0,0.1,1,2,15908
39000.0,3,6.0,2,1,14000,1,0.36,1,8,26025
57000.0,3,1.0,3,1,9000,0,0.16,1,2,5110
64000.0,2,6.0,5,1,6000,1,0.09,1,2,10796
32000.0,3,5.0,3,2,10000,1,0.31,1,11,30719
51000.0,2,12.0,4,1,7200,0,0.14,1,5,21871
21600.0,3,2.0,4,2,8000,1,0.37,1,5,22741
140000.0,3,5.0,5,3,20000,0,0.14,2,8,18367
35000.0,2,3.0,1,1,3600,0,0.1,1,2,2934
76000.0,2,9.0,5,4,4400,1,0.06,2,10,25117
82500.0,2,0.0,3,1,5000,0,0.06,1,2,16148
50600.0,2,2.0,4,1,8500,0,0.17,1,7,21826
60400.0,3,2.0,1,2,5000,0,0.08,1,8,20990
32000.0,3,7.0,1,3,10000,1,0.31,2,4,10524
50004.0,2,10.0,3,1,5000,0,0.1,1,2,6902
108996.0,2,12.0,1,5,22000,0,0.2,2,5,26512
78000.0,2,7.0,1,1,7200,0,0.09,1,4,17656
50000.0,3,3.0,1,2,3000,0,0.06,1,11,29461
225000.0,2,0.0,4,2,20000,0,0.08,1,9,17800
67000.0,3,0.0,1,4,24000,1,0.36,1,11,29106
60000.0,2,3.0,4,1,4000,0,0.07,1,2,8887
21600.0,1,11.0,4,2,4000,0,0.19,1,9,18299
12480.0,3,5.05688943263496,2,1,1000,0,0.08,1,9,18389
52000.0,3,0.0,4,1,3625,0,0.07,1,3,3611
29400.0,3,0.0,1,2,6150,0,0.21,1,5,21845
27204.0,2,16.0,3,1,1800,0,0.07,1,7,18705
43000.0,3,2.0,5,1,14400,1,0.33,1,10,26301
85000.0,2,5.0,2,1,8000,0,0.09,1,2,12862
22800.0,2,4.441265060240964,3,3,8300,1,0.36,2,2,846
130000.0,3,0.0,4,2,18000,0,0.14,1,14,29222
74706.0,3,4.0,5,2,12000,0,0.16,1,3,12877
152229.0,1,3.0,3,2,15000,0,0.1,1,2,15678
64000.0,2,6.0,5,5,9000,1,0.14,1,4,10714
18000.0,3,1.0,4,4,3000,1,0.17,2,2,2503
78600.0,3,0.0,5,3,8400,0,0.11,2,3,9697
77385.0,3,3.0,5,1,6000,0,0.08,1,9,28414
36000.0,3,0.0,4,1,9000,0,0.25,1,14,31888
32904.0,2,15.0,1,3,3000,0,0.09,1,5,19255
200000.0,2,2.0,1,2,12000,0,0.06,1,2,186
60000.0,3,2.0,4,2,2000,0,0.03,1,9,18911
14400.0,3,3.0,4,2,8000,1,0.56,1,4,8556
34000.0,3,0.0,1,2,4000,0,0.12,1,10,20037
30132.0,3,4.441265060240964,2,3,3000,1,0.1,1,14,29446
175000.0,3,4.0,1,2,24500,0,0.14,1,8,18014
75000.0,3,0.0,2,1,18500,0,0.25,1,3,932
175000.0,2,10.0,4,1,8000,0,0.05,1,2,282
73000.0,3,2.0,2,1,9200,0,0.13,1,5,23580
148000.0,3,8.0,1,4,10000,0,0.07,1,9,28347
70000.0,2,7.0,2,2,16000,0,0.23,1,4,10738
48715.0,3,2.0,1,3,12000,0,0.25,1,10,19361
90000.0,2,6.0,3,1,15600,0,0.17,1,9,25589
60000.0,1,9.0,3,3,9000,0,0.15,1,10,22944
34000.0,3,1.0,3,3,6500,1,0.19,2,3,7320
95000.0,1,4.0,3,3,10000,0,0.11,1,4,17274
69000.0,3,0.0,3,5,10000,1,0.14,1,4,11686
113000.0,3,3.0,1,2,16000,0,0.14,1,2,15850
85000.0,2,1.0,4,3,15000,0,0.18,2,4,12858
96000.0,2,14.0,4,1,6000,0,0.06,1,6,28185
75000.0,2,7.0,4,3,10000,0,0.13,1,17,30879
41500.0,3,3.0,4,1,5000,0,0.12,1,14,31823
36538.0,2,2.0,3,1,2500,0,0.07,1,7,19789
24000.0,2,1.0,5,4,2800,1,0.12,1,3,1045
50160.0,3,0.0,5,4,3000,1,0.06,1,2,2829
90000.0,2,3.0,2,3,3200,0,0.04,1,4,16373
80400.0,2,5.0,3,1,12000,0,0.15,1,2,16658
62500.0,2,8.0,5,2,16000,0,0.26,1,3,9576
52000.0,2,3.0,2,3,5750,0,0.11,1,10,22000
41000.0,2,6.0,4,1,7000,1,0.17,1,2,16520
70000.0,3,5.0,3,1,13600,0,0.19,1,4,13764
99000.0,3,15.0,5,3,12000,0,0.12,2,10,25526
75000.0,2,6.0,4,1,13000,0,0.17,1,2,11533
70000.0,2,6.0,4,2,12000,0,0.17,1,4,17470
150000.0,1,14.0,1,2,21000,0,0.14,1,9,27473
72000.0,3,9.0,2,2,25000,1,0.35,1,8,17915
47000.0,3,2.0,4,2,25000,1,0.53,1,15,29009
69476.0,3,3.0,1,1,6500,0,0.09,1,7,22027
39000.0,1,0.0,2,6,25000,1,0.64,1,3,5591
78000.0,3,0.0,4,1,5000,1,0.06,1,4,5638
46540.0,3,5.0,1,4,13000,0,0.28,2,2,2285
56000.0,2,8.0,1,1,13000,0,0.23,1,5,22479
46728.0,3,2.0,3,2,2650,0,0.06,1,2,13409
160000.0,1,12.0,3,2,23000,0,0.14,1,8,27557
75996.0,2,7.0,4,2,15000,0,0.2,1,2,11790
65004.0,3,7.0,5,2,20000,1,0.31,1,2,697
132444.0,3,4.0,2,2,2000,0,0.02,1,9,18935
27350.0,2,5.0,1,2,1925,0,0.07,1,3,1518
40000.0,1,2.0,1,2,5000,0,0.13,1,5,24885
30280.0,2,5.0,2,1,5800,0,0.19,1,2,2183
64000.0,3,7.0,5,4,8000,1,0.13,2,4,9390
31700.0,3,0.0,5,2,7200,1,0.23,1,4,8004
33600.0,3,2.0,3,2,1000,0,0.03,1,2,1368
72000.0,3,6.0,1,3,1925,1,0.03,2,10,18803
60132.0,3,11.0,1,2,10000,0,0.17,1,10,28895
42000.0,3,3.0,3,3,5000,1,0.12,1,3,5056
26400.0,3,7.0,2,2,5400,0,0.2,1,2,5753
65000.0,3,3.0,3,4,18000,1,0.28,1,4,1028
67092.0,3,0.0,5,3,9000,0,0.13,1,8,20763
25200.0,3,2.0,2,1,6000,0,0.24,1,3,6185
80000.0,2,5.0,2,1,12000,0,0.15,1,2,12185
34000.0,3,5.0,4,2,2400,1,0.07,1,4,2124
70000.0,2,6.0,2,5,22000,0,0.31,2,8,23968
32000.0,3,4.713608562691132,3,2,5000,1,0.16,1,3,4879
100000.0,2,7.0,2,1,15000,0,0.15,1,4,14112
65000.0,3,11.0,3,4,12800,0,0.2,1,6,27799
49000.0,3,0.0,2,4,7600,1,0.16,1,4,8461
77700.0,3,5.0,4,3,2400,0,0.03,2,5,19059
100000.0,2,0.0,2,1,7500,0,0.07,1,4,14079
78996.0,3,5.0,4,1,6000,1,0.08,1,5,21793
140000.0,1,6.0,2,3,16400,0,0.12,1,2,16323
120000.0,3,5.0,4,1,15000,0,0.13,1,3,1865
65000.0,2,7.0,1,4,14000,0,0.22,2,4,10072
61193.0,2,5.0,2,1,6400,0,0.1,1,3,9343
100000.0,2,8.0,1,1,6000,0,0.06,1,2,14067
76000.0,2,3.0,4,3,3600,0,0.05,2,12,30941
47000.0,3,8.0,5,2,6000,0,0.13,1,4,6544
57744.0,2,7.0,3,2,2500,0,0.04,1,2,8424
53000.0,3,9.0,2,3,8000,0,0.15,1,3,8997
35000.0,2,4.713608562691132,5,2,22750,0,0.65,1,10,19536
39000.0,3,2.0,4,4,10000,1,0.26,1,4,16926
85000.0,3,8.0,2,2,8000,0,0.09,1,6,28281
121000.0,3,8.0,1,1,20000,0,0.17,1,3,849
39996.0,2,7.0,4,2,6000,0,0.15,1,4,3982
84996.0,2,3.0,1,1,3000,0,0.04,1,2,12704
60000.0,1,4.441265060240964,1,3,10000,0,0.17,1,7,23012
60000.0,2,0.0,5,2,8500,0,0.14,1,4,16632
33000.0,2,9.0,3,1,4000,1,0.12,1,8,20055
50000.0,3,8.0,1,2,16000,1,0.32,1,2,1264
65000.0,3,7.0,3,4,16000,0,0.25,1,4,1304
120000.0,2,8.0,3,2,8575,0,0.07,1,3,14942
35000.0,1,18.0,1,2,3000,0,0.09,1,8,25759
71000.0,3,3.0,2,2,8000,0,0.11,1,6,23218
66000.0,3,0.0,2,2,9200,0,0.14,1,2,17351
39000.0,3,7.0,4,1,12300,1,0.32,1,2,13270
54996.0,3,2.0,3,1,12000,0,0.22,1,4,2757
95004.0,3,2.0,3,1,5000,0,0.05,1,4,17022
165000.0,2,5.0,3,2,20000,0,0.12,1,4,349
32213.0,2,3.0,4,3,8000,1,0.25,2,4,3743
62400.0,2,11.0,1,1,1000,0,0.02,1,7,23296
42000.0,3,10.0,4,2,3000,0,0.07,1,2,12855
49000.0,3,1.0,5,6,2500,1,0.05,1,2,2398
98850.0,3,6.0,4,1,12500,0,0.13,1,9,25831
60000.0,2,0.0,4,3,10000,0,0.17,2,4,9068
38500.0,3,1.0,2,2,8450,0,0.22,1,4,5393
32000.0,3,0.0,2,1,4800,0,0.15,1,3,4401
42000.0,3,8.0,4,1,7000,0,0.17,1,2,7841
87000.0,1,5.0,2,4,5500,0,0.06,1,2,13042
76663.0,3,9.0,2,1,12000,0,0.16,1,9,25402
20000.0,3,7.0,5,3,5075,0,0.25,2,10,23052
31000.0,2,16.0,5,1,3000,1,0.1,1,7,19809
225000.0,2,9.0,3,3,10000,0,0.04,2,11,29012
120000.0,2,8.0,4,2,14000,0,0.12,1,3,14974
58500.0,3,11.0,1,2,6400,0,0.11,1,5,22150
84000.0,2,8.0,2,2,18000,0,0.21,1,2,12637
30996.0,3,18.0,2,3,4200,0,0.14,2,6,24123
125000.0,2,3.0,1,1,10000,0,0.08,1,3,15175
42000.0,2,6.0,3,2,6000,1,0.14,1,9,21322
65000.0,3,5.0,3,1,15000,0,0.23,1,2,15388
40000.0,1,5.0,4,2,6000,0,0.15,1,3,4216
25000.0,2,2.0,5,1,10000,0,0.4,1,2,1245
70000.0,1,8.0,3,2,24250,0,0.35,1,2,10932
88200.0,2,9.0,4,2,3000,0,0.03,1,4,13120
42500.0,2,7.0,2,1,7500,0,0.18,1,3,4902
48000.0,3,3.0,1,3,10000,0,0.21,2,8,24229
30000.0,2,2.0,4,2,6000,0,0.2,1,3,1937
120000.0,2,3.0,4,1,14000,0,0.12,1,8,26872
17600.0,3,4.441265060240964,3,3,4500,1,0.26,1,2,4165
225000.0,2,11.0,4,4,12000,1,0.04,2,4,15899
104000.0,2,6.0,4,1,18000,0,0.17,1,7,26374
18000.0,3,2.0,4,1,6500,1,0.36,1,3,7273
97000.0,2,13.0,1,3,10000,0,0.1,1,8,26033
30000.0,2,5.0,4,3,1000,0,0.03,2,11,29363
36000.0,2,5.0,3,1,6000,0,0.17,1,4,3314
80000.0,2,1.0,4,4,20000,0,0.25,1,8,25041
48000.0,2,2.0,4,1,7500,0,0.16,1,10,21405
108000.0,2,8.0,1,1,15000,0,0.14,1,2,14472
35000.0,3,4.0,4,1,1850,0,0.05,1,3,17658
79200.0,1,8.0,1,1,3800,0,0.05,1,4,12081
40680.0,3,2.0,4,2,6000,1,0.15,1,4,6540
52800.0,2,1.0,3,3,4800,0,0.09,1,9,22034
23000.0,3,1.0,4,6,2800,1,0.12,1,4,2437
50000.0,3,0.0,4,3,5600,0,0.11,2,4,5973
57564.0,2,6.0,5,2,21000,0,0.36,1,3,16754
175000.0,3,1.0,3,2,19000,0,0.11,1,3,920
42000.0,3,0.0,2,2,2250,0,0.05,1,7,28548
31200.0,3,0.0,4,3,10600,1,0.34,1,2,3500
59000.0,3,3.0,3,3,20000,1,0.34,1,4,694
119700.0,2,2.0,4,1,9500,0,0.08,1,10,26803
30996.0,1,5.05688943263496,2,1,8000,0,0.26,1,3,2220
100000.0,1,0.0,2,1,8000,0,0.08,1,8,26191
41053.0,2,1.0,3,1,12000,0,0.29,1,7,20435
75000.0,3,2.0,5,1,3700,0,0.05,1,2,3622
32640.0,3,7.0,1,2,3000,0,0.09,1,2,2577
38000.0,3,0.0,2,3,5000,0,0.13,2,4,4883
45000.0,3,5.0,1,1,1000,0,0.02,1,3,1406
52680.0,1,11.0,3,4,8000,0,0.15,1,10,22029
80004.0,3,5.0,4,2,10000,0,0.12,1,4,16826
48000.0,3,4.0,3,2,4500,0,0.09,1,7,20270
120000.0,2,16.0,4,2,5600,0,0.05,1,10,26900
83000.0,3,3.0,4,7,22250,1,0.27,2,12,29119
55000.0,3,0.0,2,2,6400,0,0.12,1,3,7593
77000.0,2,4.0,5,4,16000,1,0.21,2,12,31184
47211.0,1,8.0,4,2,10000,0,0.21,1,3,17077
120000.0,2,11.0,3,1,8000,0,0.07,1,6,26853
72000.0,3,3.0,1,4,24000,1,0.33,1,10,18121
15000.0,2,0.0,4,4,4000,1,0.27,1,10,18007
225000.0,1,8.0,1,2,15000,0,0.06,1,9,28537
38000.0,3,8.0,4,2,8000,0,0.21,1,2,8772
90000.0,2,5.0,5,1,20000,0,0.22,1,15,31811
30000.0,3,0.0,5,1,1000,0,0.03,1,3,1355
104000.0,2,11.0,4,2,10000,0,0.1,1,7,27890
46000.0,3,2.0,3,4,5200,1,0.11,2,3,16170
65000.0,3,9.0,3,1,10400,0,0.16,1,8,19860
81000.0,2,5.0,2,2,9100,0,0.11,1,3,12421
33000.0,3,0.0,5,4,6000,1,0.18,1,14,30037
42000.0,3,7.0,2,4,8675,0,0.21,2,2,9736
59000.0,2,11.0,3,1,3000,1,0.05,1,9,23477
52000.0,2,5.0,2,2,12800,0,0.25,1,2,7185
79700.0,2,6.0,4,1,10000,0,0.13,1,4,12095
84000.0,2,5.0,1,2,15000,0,0.18,1,16,31101
84000.0,3,4.0,5,2,15000,0,0.18,1,4,15600
32004.0,3,3.0,2,3,12300,1,0.38,2,3,13268
53000.0,3,3.0,4,2,21250,1,0.4,1,3,540
44000.0,3,0.0,3,2,15000,1,0.34,1,9,26706
31200.0,2,5.0,2,2,3000,0,0.1,1,16,29409
62000.0,3,3.0,1,2,8000,0,0.13,1,4,9332
32000.0,3,12.0,5,1,12000,1,0.38,1,9,24959
156000.0,2,6.0,4,3,15000,0,0.1,2,4,15715
65000.0,3,1.0,4,3,3100,0,0.05,1,16,31803
40000.0,2,8.0,1,1,8000,0,0.2,1,13,29684
40000.0,3,0.0,4,1,15000,1,0.38,1,10,26651
14400.0,3,3.0,5,1,1800,0,0.13,1,3,1694
33888.0,3,7.0,2,4,3200,0,0.09,2,16,29518
31000.0,2,9.0,4,1,15000,1,0.48,1,4,2226
73000.0,3,2.0,5,1,6500,0,0.09,1,4,7361
105000.0,2,18.0,2,3,2400,0,0.02,2,17,31392
40000.0,3,0.0,4,2,5600,0,0.14,1,6,21255
72194.0,3,8.0,4,2,17000,0,0.24,1,14,32006
45000.0,2,4.0,2,3,14500,0,0.32,2,2,5490
55000.0,3,6.0,1,3,6000,0,0.11,1,3,16110
53600.0,3,1.0,2,1,7300,0,0.14,1,4,8166
28140.0,3,0.0,4,1,5000,0,0.18,1,9,20525
98000.0,1,19.0,2,2,16000,0,0.16,1,5,26072
80000.0,2,5.0,1,1,3000,0,0.04,1,4,12353
42000.0,3,4.0,5,2,5000,0,0.12,1,9,20666
75000.0,2,5.0,4,1,12000,0,0.16,1,4,16137
50724.0,3,7.0,2,3,6300,0,0.12,2,4,7257
135000.0,2,12.0,4,3,15000,0,0.11,1,10,27242
58650.0,2,15.0,4,2,12000,1,0.17,1,16,30923
31200.0,2,1.0,4,1,7500,0,0.24,1,8,19141
30000.0,2,8.0,5,1,3000,0,0.1,1,5,18949
30000.0,2,4.0,2,1,7300,0,0.24,1,9,19036
60000.0,3,4.0,2,1,20000,1,0.33,1,3,663
38004.0,3,2.0,4,2,5600,0,0.15,1,17,29989
30000.0,2,3.0,4,5,3800,1,0.13,1,2,1876
90000.0,2,9.0,1,1,20000,0,0.22,1,3,16674
55000.0,3,0.0,3,2,8000,0,0.15,1,9,22996
57000.0,3,5.0,2,5,10000,0,0.18,2,6,24379
72000.0,3,13.0,4,3,15900,0,0.22,1,9,27567
80000.0,3,0.0,4,3,15000,0,0.19,1,5,27400
55000.0,3,4.0,3,1,2500,0,0.05,1,2,2396
110000.0,2,7.0,3,4,9600,0,0.09,2,2,14656
16200.0,3,2.0,4,1,1500,0,0.09,1,4,15125
94000.0,3,3.0,3,2,10600,0,0.11,1,4,3506
33600.0,3,3.0,3,2,8000,0,0.24,1,17,30418
60000.0,2,4.0,4,2,8850,0,0.15,1,16,30452
118812.0,2,6.0,4,3,15000,0,0.13,1,2,14887
29000.0,3,4.0,5,5,6400,1,0.22,2,4,7557
88000.0,2,5.0,4,1,4000,0,0.05,1,17,31173
75000.0,3,6.0,1,1,10000,0,0.13,1,5,24596
108000.0,1,5.05688943263496,3,1,3500,0,0.03,1,15,31415
46330.0,3,0.0,3,2,8000,0,0.17,1,4,8902
36000.0,3,1.0,3,2,2500,0,0.07,1,6,19156
15000.0,3,6.0,2,2,2700,1,0.18,1,5,25699
37000.0,2,4.0,4,2,25000,0,0.68,1,2,3536
225000.0,2,4.0,3,2,30000,0,0.11,1,8,27719
100000.0,2,6.0,5,2,10000,0,0.1,1,5,26153
95892.0,1,19.0,4,2,15000,0,0.16,1,14,31289
62400.0,3,0.0,1,1,12000,0,0.19,1,3,12671
56902.0,2,6.0,5,1,12000,0,0.21,1,4,8269
36000.0,3,2.0,4,2,5000,0,0.14,1,9,20598
102000.0,2,3.0,5,2,20000,0,0.2,1,4,14245
48000.0,2,6.0,2,1,5000,0,0.1,1,2,6167
96000.0,2,5.0,4,1,14000,0,0.15,1,10,25973
30500.0,3,1.0,3,4,8600,1,0.28,2,4,9727
63000.0,3,7.0,2,3,5000,0,0.08,2,4,5506
30000.0,3,0.0,2,4,9000,1,0.3,1,3,9825
39000.0,3,1.0,5,2,2400,0,0.06,1,7,19028
37000.0,3,3.0,4,3,4650,1,0.13,1,7,20305
31200.0,3,6.0,1,2,8000,0,0.26,1,4,8683
75000.0,2,5.05688943263496,3,1,6000,0,0.08,1,8,24463
75000.0,2,4.0,1,4,8000,0,0.11,1,3,11453
49000.0,3,2.0,2,1,7750,0,0.16,1,2,16368
53000.0,3,7.0,4,3,12000,0,0.23,2,4,2746
24000.0,3,3.0,5,3,1000,0,0.04,2,4,1335
63000.0,3,0.0,1,2,18000,0,0.29,1,4,1014
63800.0,2,7.0,5,2,25000,0,0.39,1,4,9714
30000.0,3,2.0,1,2,11500,1,0.38,1,6,24866
36082.0,2,5.0,2,1,5000,1,0.14,1,9,20616
82000.0,2,3.0,4,2,15000,0,0.18,1,2,12497
26400.0,3,2.0,5,4,6000,1,0.23,2,8,21388
77000.0,2,4.0,5,2,2600,0,0.03,1,5,24720
30000.0,3,0.0,5,2,6000,1,0.2,1,12,30030
63000.0,2,1.0,4,3,8000,0,0.13,1,9,23366
25000.0,3,0.0,2,3,2400,0,0.1,1,4,2097
165000.0,2,2.0,4,4,19800,0,0.12,1,16,29081
36000.0,2,3.0,4,3,8000,0,0.22,1,2,3324
160000.0,3,6.0,3,1,20000,0,0.13,1,3,16664
83904.0,2,8.0,5,4,16000,1,0.19,2,4,13747
22800.0,3,0.0,4,1,2000,0,0.09,1,10,18819
72000.0,2,9.0,2,1,3200,0,0.04,1,3,11195
96000.0,2,6.0,4,3,21000,0,0.22,1,3,13748
140000.0,3,0.0,4,1,7400,0,0.05,1,6,28524
130000.0,3,7.0,5,2,24000,0,0.18,1,3,455
62000.0,3,3.0,5,1,8000,0,0.13,1,15,30525
24000.0,1,2.0,3,4,5000,0,0.21,1,9,18413
29000.0,3,4.0,3,2,2500,0,0.09,1,3,2328
30000.0,3,5.0,2,1,5900,0,0.2,1,2,6090
57000.0,3,3.0,3,1,3000,0,0.05,1,3,2831
37500.0,3,7.0,3,2,3300,0,0.09,1,5,28230
22812.0,3,5.0,2,4,4125,0,0.18,2,2,11032
135000.0,3,0.0,5,3,24250,0,0.18,2,15,29095
42000.0,3,0.0,4,6,21000,1,0.5,2,4,549
83400.0,3,2.0,2,5,10000,1,0.12,2,14,29755
33000.0,3,4.0,3,2,8250,0,0.25,1,2,9584
